,core,ligands
YOCSUE,Rh,ligand22-0 ligand20368-0
MEVCIZ,Au,ligand28-0 ligand19337-0
YUDQIY,Ru,ligand0-0 ligand0-0 ligand11-0 ligand5137-0
WOWVIP,Mo,ligand42-0 ligand55-0 ligand55-0 ligand25908-0
MUBLON,Ru,ligand0-0 ligand680-0 ligand25368-0
IYUJET,Pd,ligand0-0 ligand0-0 ligand37026-0 ligand37026-0
SICYEM,Ag,ligand20-0 ligand20-0 ligand35750-0
GUQWOE,Pd,ligand0-0 ligand28-0 ligand28-0 ligand36-0
QASKUR,Pt,ligand325-0 ligand325-0 ligand990-0 ligand990-0 ligand1190-0
HIXZIY,Rh,ligand0-0 ligand191-0 ligand1528-0
NATHID,Fe,ligand0-0 ligand0-0 ligand28205-0
AYEMAS,Pd,ligand0-0 ligand28-0 ligand28-0 ligand3226-0
JOZNUH,Cu,ligand20-0 ligand796-0 ligand796-0 ligand796-0
CIBVIS,Cu,ligand2434-0 ligand2434-0
DOPZOA,Fe,ligand306-0 ligand482-0
LIRCOG,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand16525-0
TIDBOB,Au,ligand20-0 ligand20-0 ligand29-0
WELHUU,Au,ligand0-0 ligand1384-0
AJIVIB,Ir,ligand11-0 ligand12-0 ligand155-0 ligand14235-0
DIWZEQ,Au,ligand20-0 ligand20-0 ligand20-0 ligand16048-0
XOVFIZ,Pt,ligand0-0 ligand0-0 ligand3437-0
DUHQAY,Au,ligand441-0 ligand441-0
RIQGIJ,Ni,ligand31596-0
KESYEP,Ru,ligand0-0 ligand0-0 ligand29-0 ligand29-0
ZEPWOK,Rh,ligand0-0 ligand191-0 ligand6038-0
KALTUP,Au,ligand0-0 ligand8019-0
HURTUM,Ni,ligand22187-0 ligand22187-0
IKULAE,Au,ligand2841-0 ligand6175-0
QOSHAI,Pd,ligand0-0 ligand39-0 ligand19021-0
MUYBEN,Pt,ligand472-0 ligand796-0 ligand796-0 ligand877-0
XUCTUM,Ni,ligand23918-0
YEKPEM,Mo,ligand55-0 ligand55-0 ligand582-0 ligand583-0
LOVZUU,Zn,ligand0-0 ligand0-0 ligand3581-0
TAJQUQ,Fe,ligand11-0 ligand11-0 ligand11-0 ligand37415-0
YUXXEV,Ag,ligand0-0 ligand3661-0
DEQGUB,Rh,ligand191-0 ligand1357-0
UJABEM,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand9760-0
WABGEM,Zr,ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand14-0
XOPKEU,Ni,ligand855-0 ligand6161-0
QOFVOX,Ru,ligand10-0 ligand61-0 ligand9592-0
DAXHES,Pd,ligand20-0 ligand20-0 ligand5948-0 ligand5948-0
KEDQOA,Rh,ligand0-0 ligand191-0 ligand1961-0
NIBLIU,V,ligand55-0 ligand55-0 ligand12023-0
IXOKAJ,Cu,ligand221-0 ligand26927-0
NAMYOQ,Ni,ligand2728-0 ligand14027-0 ligand17426-0
MOCXIP,Hg,ligand17496-0 ligand17496-0
MEZBOM,Pt,ligand0-0 ligand0-0 ligand91-0 ligand325-0 ligand325-0 ligand990-0
ZASHEI,Mo,ligand0-0 ligand0-0 ligand55-0 ligand55-0 ligand2744-0
HUNFOO,Ru,ligand0-0 ligand24-0 ligand18288-0
LUZYOW,Au,ligand0-0 ligand29095-0
SOLZOL,Ru,ligand0-0 ligand16-0 ligand28-0 ligand636-0
PDMPDA,Pd,ligand0-0 ligand0-0 ligand31299-0
ROBJIB,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand12310-0
MOBBEL,Ir,ligand7073-0 ligand7073-0 ligand30155-0
HILLUL,Pt,ligand0-0 ligand0-0 ligand9881-0 ligand9881-0
ZOBKIN,Au,ligand777-0 ligand25783-0
UWUJEC,Pd,ligand0-0 ligand28-0 ligand16755-0
PEHDAK,Zn,ligand36-0 ligand16374-0
FITXIR,Re,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand5777-0
TACCIM,Zn,ligand8-0 ligand8-0 ligand7355-0 ligand7355-0
DUPCEY,Cu,ligand0-0 ligand6367-0
LERCUG,W,ligand0-0 ligand0-0 ligand107-0 ligand713-0 ligand1018-0 ligand1018-0
LEQQUT,Ti,ligand7140-0 ligand10174-0
CISTIK,Ru,ligand29-0 ligand591-0 ligand631-0
ZOMHIV,Au,ligand1001-0 ligand1510-0
KETNEC,Nb,ligand0-0 ligand173-0 ligand173-0 ligand24273-0
KILPOK,Rh,ligand0-0 ligand6-0 ligand61-0 ligand301-0
TIWHAJ,Pd,ligand12-0 ligand20107-0
PAVHIE,V,ligand55-0 ligand10763-0 ligand24345-0
DUKSEI,Ti,ligand0-0 ligand0-0 ligand12987-0
LEDCOM,Ti,ligand22-0 ligand22-0 ligand24864-0
USIWOK,Pd,ligand0-0 ligand9771-0
PAHNOC,Rh,ligand0-0 ligand0-0 ligand0-0 ligand1-0 ligand1-0 ligand1-0
WOGWIB,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand31174-0
HURFIJ,Cu,ligand9826-0 ligand9826-0
ILUWER,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand14-0
YEZLOE,Pt,ligand0-0 ligand28-0 ligand38297-0
YEDJIC,Pd,ligand3754-0 ligand13628-0
REMPUU,Ru,ligand0-0 ligand0-0 ligand91-0 ligand228-0
NIGCAJ,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11771-0
VEYXUW,Zn,ligand108-0 ligand3029-0 ligand3029-0
DEWXEJ,Ni,ligand34012-0 ligand34012-0
AFICIC,Ni,ligand14308-0 ligand14308-0
FICNIS,Ni,ligand11-0 ligand35154-0
DEHJAC,Zr,ligand22-0 ligand22-0 ligand11401-0
TAPNAC,Pd,ligand0-0 ligand538-0 ligand11146-0
MUFKUU,Mo,ligand55-0 ligand55-0 ligand27417-0
PILTAJ,Fe,ligand91-0 ligand91-0 ligand20069-0
LECSIX,Zn,ligand20-0 ligand20-0 ligand5776-0
IGUWOW,Pd,ligand301-0 ligand301-0 ligand619-0 ligand619-0
RUQLUL,Ir,ligand191-0 ligand13504-0
WEHVAG,Ir,ligand91-0 ligand191-0 ligand1952-0
UJALIA,Pt,ligand36-0 ligand36-0 ligand35721-0 ligand35721-0
DAJVIT,Co,ligand6-0 ligand6-0 ligand6-0 ligand12-0
UJAKOG,Pt,ligand0-0 ligand277-0 ligand288-0
DIFQOC,Au,ligand0-0 ligand23981-0
EXOXIY,Rh,ligand11-0 ligand28-0 ligand33187-0
LUFPAG,Pt,ligand12-0 ligand774-0 ligand834-0
JEKKAP,Pd,ligand0-0 ligand0-0 ligand7389-0
LOQXOG,Pd,ligand0-0 ligand0-0 ligand14994-0
XIWBEO,Mo,ligand0-0 ligand764-0 ligand764-0 ligand8839-0
BOVKON,Pd,ligand20-0 ligand20-0 ligand711-0
EQEYIL,Ni,ligand61-0 ligand7585-0
JETNEC,Ti,ligand0-0 ligand61-0 ligand91-0 ligand482-0
YEXCEL,Ni,ligand36-0 ligand25419-0
TAJTIL,Ni,ligand362-0 ligand362-0 ligand7825-0 ligand7825-0
CICBIC,Cd,ligand131-0 ligand131-0 ligand131-0 ligand131-0 ligand362-0 ligand362-0
LIGFUD,Pt,ligand248-0 ligand2393-1
YILYUN,Ru,ligand0-0 ligand0-0 ligand8089-0 ligand8089-0
YIXFAN,Co,ligand6-0 ligand6-0 ligand6-0 ligand30438-0
MOBKOF,Rh,ligand0-0 ligand191-0 ligand33778-0
EQUJUY,Mn,ligand11-0 ligand11-0 ligand11-0 ligand313-0 ligand4517-0
JUDCEQ,Zn,ligand0-0 ligand0-0 ligand13783-0
SONLIS,Pd,ligand0-0 ligand0-0 ligand1232-0
CAXQUN,Pd,ligand201-0 ligand16984-0 ligand16985-0
WUSJAW,Rh,ligand0-0 ligand91-0 ligand91-0 ligand1750-0
IQUROD,Au,ligand0-0 ligand21921-0
RARVUD,Ru,ligand0-0 ligand0-0 ligand11-0 ligand11-0 ligand1352-0
KETGOI,Y,ligand107-0 ligand1001-0 ligand1104-0 ligand1104-0
BEJRUD,Co,ligand151-0 ligand325-0 ligand325-0 ligand325-0 ligand602-0
HACRAF,Pt,ligand591-0 ligand20222-0
SIZVIH,Fe,ligand131-0 ligand131-0 ligand1767-0
LAWTOW,Ru,ligand0-0 ligand16800-0
YEHWIR,Ti,ligand0-0 ligand6294-0
ECUROJ,Pd,ligand0-0 ligand0-0 ligand6379-0
MUCDIX,Mo,ligand42-0 ligand55-0 ligand55-0 ligand1097-0
TUBTOZ,Ni,ligand61-0 ligand90-0
MEMXOV,Ir,ligand11-0 ligand11-0 ligand22-0
VOXNIH,Zn,ligand17744-0 ligand17744-0
XERVUO,Au,ligand0-0 ligand301-0 ligand10274-0 ligand16418-0
ZATZOJ,Pd,ligand115-0 ligand115-0 ligand15259-0 ligand15259-0
FAVSOM,Nb,ligand0-0 ligand0-0 ligand0-0 ligand172-0 ligand13360-0
YETBUV,Co,ligand0-0 ligand0-0 ligand3303-0 ligand3303-0
HUQXIC,Re,ligand11-0 ligand11-0 ligand11-0 ligand29-0 ligand226-0
BILTEW,Pd,ligand3162-0 ligand18168-0
CAHGAT,Ru,ligand0-0 ligand0-0 ligand603-0 ligand603-0
SOYSUU,Pt,ligand29-0 ligand2179-0 ligand2179-0
ZACNUP,Hg,ligand3874-0 ligand3874-0
OCOWEJ,Ti,ligand0-0 ligand0-0 ligand36-0 ligand23501-0
VAGCIQ,Ru,ligand14-0 ligand16-0 ligand9799-0
RIFMOM,W,ligand6-0 ligand6-0 ligand55-0 ligand3383-0 ligand3928-0
COHXED,V,ligand55-0 ligand221-0 ligand10384-0
QAXCOK,W,ligand0-0 ligand36-0 ligand36-0 ligand36-0 ligand1120-0
RUKSUL,Ti,ligand864-0 ligand864-0 ligand1147-0
EBAZAL,Co,ligand9054-0 ligand9054-0
FOJLOG,Zr,ligand0-0 ligand22-0 ligand22-0 ligand16377-0
GATBOT,Pd,ligand32081-0 ligand32081-0
ESAMOB,Ru,ligand1725-0 ligand1725-0
HIQFOD,Ni,ligand36111-0 ligand36111-0
BOGBIJ,Au,ligand0-0 ligand710-0
MUMVUM,Ni,ligand33808-0
CIQYOT,Pd,ligand12-0 ligand28-0 ligand28-0 ligand10745-0
ATEFEL,Pd,ligand0-0 ligand558-0 ligand30859-0
ZELLIN,Au,ligand0-0 ligand19049-0
GIYHEE,Ni,ligand32314-0 ligand32314-0
VIRBII,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand21677-0
IZEXAP,Ru,ligand0-0 ligand24-0 ligand6777-0
MAFXUN,Mo,ligand20-0 ligand20-0 ligand55-0 ligand55-0 ligand27554-0
MODZEO,Cr,ligand28-0 ligand764-0 ligand764-0 ligand34922-0
ETAFOV,Pt,ligand0-0 ligand0-0 ligand1859-0 ligand35130-0
ATIWEG,Ir,ligand8-0 ligand11-0 ligand52-0 ligand1136-0
FUSTEV,Ir,ligand0-0 ligand191-0 ligand6175-0
QIBXAB,Zn,ligand20-0 ligand20-0 ligand15865-0
WOSMUM,Ru,ligand0-0 ligand228-0 ligand21014-0
PUDLOS,Cd,ligand20-0 ligand20-0 ligand9152-0
BEVKIZ,Ru,ligand0-0 ligand24-0 ligand636-0 ligand8757-0
KAVPAB,V,ligand55-0 ligand5077-0 ligand9737-0
SECKUG,Zr,ligand472-0 ligand1059-0 ligand2747-0
POYQEB,Pd,ligand4-0 ligand6714-0
ONOWEV,Pd,ligand0-0 ligand6444-0
CONBIQ,Ni,ligand29-0 ligand31635-0
TIPDAY,Cd,ligand8-0 ligand117-0 ligand6893-0 ligand6893-0
RACSEW,Ru,ligand0-0 ligand0-0 ligand514-0 ligand15956-0
IVOFOP,Cd,ligand20-0 ligand11026-0
GOGPAU,Zn,ligand115-0 ligand115-0 ligand26045-0
MAQNUO,Co,ligand1012-0 ligand27011-0
CUHCUG,Pd,ligand0-0 ligand0-0 ligand2609-0
KEPPEC,Pd,ligand1414-0 ligand9673-0
GUTCEE,Ti,ligand305-0 ligand305-0 ligand5552-0
TIWCEI,Ag,ligand6181-0 ligand6181-0
IGOVEG,Pd,ligand39-0 ligand47-0 ligand344-0
VUJYIK,Ta,ligand0-0 ligand0-0 ligand68-0 ligand68-0 ligand2023-0
WOVWEL,Hg,ligand0-0 ligand0-0 ligand14465-0
ZEZWEI,Ir,ligand0-0 ligand0-0 ligand0-0 ligand6-0 ligand6-0 ligand6-0
AFELUU,Zn,ligand0-0 ligand0-0 ligand20787-0 ligand20787-0
FUPHII,Ru,ligand0-0 ligand24-0 ligand52-0 ligand514-0
VIKZEV,Pt,ligand20-0 ligand20-0 ligand28-0 ligand1145-0
KAKDEH,Pd,ligand54-0 ligand31084-0
OXOBAF,Ni,ligand33243-0
QICLAR,Pd,ligand9097-0 ligand9101-0 ligand9101-0
HOGMOF,Mo,ligand469-0 ligand469-0 ligand773-0 ligand773-0
JILRAB,Zn,ligand0-0 ligand0-0 ligand35828-0
NUTKOC,Rh,ligand11-0 ligand831-0 ligand10626-0
PESHEB,Zn,ligand21280-0 ligand21280-0
WELDUO,Ni,ligand20047-0 ligand20047-0
NECVID,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand24860-0
DOJKAR,Rh,ligand353-0 ligand353-0 ligand353-0 ligand353-0
ASAVOH,Mn,ligand55-0 ligand11274-0
NETYES,Zn,ligand136-0 ligand136-0 ligand21541-0
QEJYAH,Y,ligand107-0 ligand25219-0 ligand25219-0 ligand25219-0
SANFAO,V,ligand0-0 ligand0-0 ligand55-0 ligand19631-0
BUXBUU,Zn,ligand20-0 ligand20-0 ligand16586-0
ZOMZAC,Os,ligand0-0 ligand1858-0 ligand25396-0
IFIKUH,Fe,ligand60-0 ligand60-0 ligand23728-0
YIRFIS,Pd,ligand0-0 ligand8-0 ligand38319-0
TETZOK,Ru,ligand0-0 ligand28-0 ligand28-0 ligand735-0
YIPYEF,Re,ligand11-0 ligand11-0 ligand11-0 ligand26491-0
GAVSOM,Zn,ligand0-0 ligand18373-0
MOLPOT,Ti,ligand0-0 ligand0-0 ligand22-0 ligand14072-0
AMIXAY,Pt,ligand103-0 ligand575-0
ETEVUW,Cu,ligand28-0 ligand362-0 ligand707-0
KAZQEJ,Zn,ligand0-0 ligand0-0 ligand15613-0 ligand15613-0
DIFTES,Pd,ligand0-0 ligand0-0 ligand24890-0
TUWQUY,Re,ligand20-0 ligand20-0 ligand28-0 ligand55-0 ligand6588-0
RECKUG,Pd,ligand2882-0 ligand26049-0
GOXKOV,Re,ligand11-0 ligand11-0 ligand11-0 ligand664-0 ligand1996-0
XIFBIA,Ni,ligand52-0 ligand1597-0
PEKMAX,Ru,ligand0-0 ligand0-0 ligand191-0 ligand14956-0 ligand14956-0
ISAPIB,Ti,ligand2730-0 ligand11212-0 ligand11212-0
NAHMEQ,Au,ligand0-0 ligand6598-0
EGAPUX,Zn,ligand3767-0 ligand3767-0
BONBIQ,Co,ligand12-0 ligand12-0 ligand22-0 ligand13707-0
TEYVEZ,Ru,ligand28-0 ligand61-0 ligand2533-0
VUZVEU,Zn,ligand20-0 ligand20-0 ligand17425-0 ligand17425-0
CUHHEV,Pd,ligand0-0 ligand0-0 ligand32905-0
DORYER,Pt,ligand0-0 ligand4532-0
ZURFOH,W,ligand0-0 ligand0-0 ligand0-0 ligand61-0 ligand3825-0
GOSJIH,Zn,ligand0-0 ligand0-0 ligand2896-0
TAHYOS,Zn,ligand8-0 ligand8-0 ligand12140-0 ligand12140-0
ANOJIZ,Zr,ligand20-0 ligand20-0 ligand16330-0 ligand16330-0
MUYYEN,Au,ligand28-0 ligand32698-0
WONRAV,Au,ligand0-0 ligand0-0 ligand35468-0
CEHZOF,Co,ligand12-0 ligand12-0 ligand2046-0
MEVFAU,Nb,ligand52-0 ligand61-0 ligand61-0 ligand6612-0
HARPUL,W,ligand0-0 ligand0-0 ligand0-0 ligand55-0 ligand1131-0
FOHJOD,Pt,ligand73-0 ligand73-0 ligand2928-0
SUNNAT,Pd,ligand10-0 ligand16357-0
OJEVEH,Rh,ligand0-0 ligand0-0 ligand6-0 ligand16-0
KOQXEV,Zn,ligand20-0 ligand20-0 ligand23135-0
KONSOV,Pt,ligand12-0 ligand12-0 ligand28-0 ligand23508-0
BODWOH,Ni,ligand362-0 ligand36324-0
VEPFIF,Zr,ligand0-0 ligand22-0 ligand22-0 ligand16285-0
MURVOK,Ru,ligand0-0 ligand680-0 ligand38033-0
VIVPID,Ir,ligand0-0 ligand191-0 ligand22690-0
CEZTEJ,Rh,ligand0-0 ligand28-0 ligand61-0 ligand2602-0
DIWQAE,Pt,ligand0-0 ligand36-0 ligand297-0
UFAPUP,Hf,ligand4250-0 ligand4250-0 ligand5405-0
VIQYAX,Ir,ligand12-0 ligand12-0 ligand61-0 ligand6458-0
MEGTEY,Zn,ligand20-0 ligand20-0 ligand29103-0
FOHHUH,Ni,ligand5005-0 ligand5005-0
JIVQEL,Ni,ligand20-0 ligand20-0 ligand27438-0
RUSDOY,Zn,ligand19736-0
XOMDAH,Ni,ligand15964-0 ligand15964-0
IKUPEK,Ni,ligand115-0 ligand313-0 ligand34618-0
FEPSID,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand191-0
HOTGAY,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand13504-0
SUKVIF,Au,ligand0-0 ligand17305-0
WIMGOR,Ir,ligand0-0 ligand61-0 ligand248-0
DAJDAV,Cu,ligand20-0 ligand12983-0
NIVCOL,Rh,ligand0-0 ligand0-0 ligand61-0 ligand76-0
AVOGOK,Fe,ligand6-0 ligand6-0 ligand12-0 ligand1425-0
DOZTIX,Zr,ligand0-0 ligand0-0 ligand10380-0 ligand10380-0
PORKUF,Ir,ligand484-0 ligand484-0 ligand22088-0
AMIHEM,Ru,ligand24-0 ligand47-0 ligand2156-0
CATLUH,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand9894-0
GAHLEJ,Co,ligand17195-0 ligand17195-0 ligand17195-0
MUQTID,Rh,ligand0-0 ligand8784-0 ligand8785-0
POMLIQ,Zn,ligand20-0 ligand20-0 ligand7164-0
SIKQAH,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand24787-0
CUNKEB,Co,ligand151-0 ligand151-0 ligand5432-0
BIMGAI,Ni,ligand20588-0
QAVJED,Pt,ligand344-0 ligand344-0 ligand13670-0 ligand13670-0
KIBBED,Ni,ligand329-0 ligand34725-0
PECBUV,Re,ligand0-0 ligand0-0 ligand55-0 ligand1231-0 ligand11536-0
NARWOV,Ta,ligand0-0 ligand0-0 ligand68-0 ligand68-0 ligand68-0 ligand30864-0
LISBAS,Pd,ligand636-0 ligand636-0 ligand2144-0 ligand2144-0
BUXNAJ,Ru,ligand0-0 ligand0-0 ligand11-0 ligand11-0 ligand17105-0
HUTPER,Co,ligand362-0 ligand362-0 ligand28267-0
JOMTUD,Pd,ligand0-0 ligand28-0 ligand17341-0
OJILUR,Ir,ligand0-0 ligand191-0 ligand12204-0
NOMMOU,Ru,ligand0-0 ligand24-0 ligand34599-0
IHORON,Ti,ligand735-0 ligand735-0 ligand22185-0
OLEVOQ,Ru,ligand0-0 ligand0-0 ligand24-0 ligand15746-0
SUMLES,Co,ligand5710-0 ligand5710-0 ligand5710-0
ISUJAH,Pd,ligand45-0 ligand12349-0
YOMDAH,Ru,ligand0-0 ligand24-0 ligand17449-0
PETCUM,Pd,ligand12-0 ligand12-0 ligand9252-0
FUMKOQ,Mn,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand4324-0
HAYVUC,Fe,ligand11-0 ligand11-0 ligand11-0 ligand12-0 ligand12-0 ligand2378-0
EZISAJ,Ru,ligand28-0 ligand61-0 ligand10716-0
HIBRIT,Zn,ligand0-0 ligand0-0 ligand2153-0 ligand2153-0
MOYNAR,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand35899-0
IWIYES,Zn,ligand209-0 ligand15268-0
MUNFOR,Ti,ligand0-0 ligand0-0 ligand61-0 ligand12932-0
ROGYES,Pt,ligand0-0 ligand0-0 ligand17-0 ligand10172-0
DAMHUW,Re,ligand0-0 ligand0-0 ligand28-0 ligand55-0 ligand38214-0
DOJROL,Ni,ligand9531-0 ligand25540-0
GESVIM,Ru,ligand90-0 ligand90-0 ligand24667-0
QEHSUT,Cu,ligand201-0 ligand362-0 ligand26967-0
ZAFHUM,Mo,ligand55-0 ligand55-0 ligand3886-0
KAZMUV,Mo,ligand55-0 ligand55-0 ligand221-0 ligand34064-0
KEDMIP,Zr,ligand0-0 ligand0-0 ligand23321-0
YIDSIO,Ni,ligand0-0 ligand28-0 ligand10121-0
QAGVOL,Zn,ligand7951-0 ligand7951-0 ligand17665-0 ligand17665-0
DURYAT,Pt,ligand0-0 ligand0-0 ligand571-0 ligand4552-0
FEFTUH,Pt,ligand20-0 ligand20-0 ligand456-0
KIJQAV,Ni,ligand337-0 ligand337-0
QOSZIK,Ru,ligand0-0 ligand59-0 ligand59-0 ligand59-0 ligand28107-0
ROPVID,Mo,ligand55-0 ligand55-0 ligand98-0 ligand15705-0
HOHYOS,Zr,ligand22-0 ligand36-0 ligand36-0 ligand19573-0
VEDBIT,Au,ligand0-0 ligand13779-0
MEHNIW,Ni,ligand151-0 ligand151-0 ligand38234-0
TONBON,Mo,ligand8-0 ligand55-0 ligand55-0 ligand14425-0
KULPUF,Fe,ligand6-0 ligand6-0 ligand6-0 ligand52-0 ligand18967-0
MEXJUX,Ru,ligand0-0 ligand24-0 ligand29685-0
GIYXAQ,Ni,ligand28050-0 ligand28050-0
MIJMOI,Rh,ligand11-0 ligand28-0 ligand11118-0
EFAGOI,Rh,ligand0-0 ligand52-0 ligand52-0 ligand796-0 ligand796-0 ligand796-0
JODCUE,Hg,ligand0-0 ligand0-0 ligand8775-0 ligand8775-0
LUTWUS,Ru,ligand0-0 ligand0-0 ligand1714-0 ligand6662-0
LENZIN,Hg,ligand472-0 ligand31756-0
HUTNOB,Ni,ligand18176-0 ligand18176-0
NOYNIA,Re,ligand11-0 ligand11-0 ligand11-0 ligand23750-0
CEGNOS,Ni,ligand37071-0 ligand37071-0
XEKLAC,Co,ligand1179-0 ligand1179-0 ligand1179-0
JEHREW,Pt,ligand0-0 ligand12-0 ligand12-0 ligand4048-0
FOBFEK,Zn,ligand20-0 ligand20-0 ligand49-0 ligand49-0
UPAGID,Fe,ligand107-0 ligand7626-0
VUFXOK,Au,ligand0-0 ligand0-0 ligand0-0 ligand32049-0
PINGOM,Ni,ligand64-0 ligand64-0 ligand124-0 ligand301-0
DALYIZ,Pt,ligand0-0 ligand0-0 ligand344-0 ligand5686-0
FORNOS,Ni,ligand28-0 ligand362-0 ligand12640-0
UFOPUB,Pt,ligand0-0 ligand1136-0
YIHROX,Ni,ligand20-0 ligand3035-0 ligand3838-0
MURTUP,Ti,ligand305-0 ligand305-0 ligand3190-0 ligand3190-0 ligand17359-0 ligand17359-0
COPZEP,Au,ligand303-0 ligand17413-0
NEHGIQ,Ru,ligand0-0 ligand16-0 ligand21387-0
DARQAO,Mo,ligand55-0 ligand55-0 ligand55-0 ligand12819-0
WOSQIE,Ru,ligand0-0 ligand310-0 ligand311-0
COPTEH,Mo,ligand55-0 ligand55-0 ligand1567-0 ligand33731-0
IPOQIP,Pd,ligand36-0 ligand23360-0
VOSCUB,W,ligand55-0 ligand55-0 ligand1836-0 ligand1836-0
DUBMUL,Zn,ligand933-0 ligand933-0 ligand8090-0
XAPXOC,Ru,ligand0-0 ligand282-0 ligand29487-0
EDOQUJ,Rh,ligand17-0 ligand17-0 ligand6230-0
VANDAP,Hg,ligand29-0 ligand1228-0 ligand1228-0
QEPMIH,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11127-0
VOVWIO,Ni,ligand151-0 ligand5452-0 ligand24205-0
EBUGAK,Zr,ligand36-0 ligand36-0 ligand61-0 ligand16933-0
ZUQMON,Ru,ligand6-0 ligand28-0 ligand103-0 ligand282-0
CUTHOP,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand32851-0
ICUFOC,Zn,ligand4238-0 ligand4998-0
FIFCAY,Fe,ligand11-0 ligand11-0 ligand11-0 ligand12431-0
KEDDON,Ir,ligand191-0 ligand27352-0
CUKTEJ,W,ligand11-0 ligand11-0 ligand120-0 ligand20000-0
XOVTOS,Os,ligand52-0 ligand52-0 ligand52-0 ligand924-0 ligand1554-0
TUXKUT,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand34364-0
CESFUB,Rh,ligand11-0 ligand61-0 ligand2505-0 ligand2505-0
ZUQTAG,Re,ligand11-0 ligand11-0 ligand11-0 ligand29-0 ligand8161-0
ZUZLIP,Fe,ligand11-0 ligand11-0 ligand11-0 ligand5767-0
XOCJAB,Ni,ligand37-0 ligand37-0 ligand60-0 ligand301-0
FONNEB,Ni,ligand17-0 ligand15585-0 ligand31540-0
WONROJ,Au,ligand0-0 ligand0-0 ligand30962-0
SUNNOH,Pd,ligand10-0 ligand17703-0
YILWAS,Re,ligand29-0 ligand55-0 ligand32855-0
NARLUO,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand10562-0
VUWMAB,Au,ligand0-0 ligand5735-0
COHFAH,Pt,ligand36-0 ligand2472-0 ligand21990-0
GAVDAK,Fe,ligand22-0 ligand1775-0 ligand2974-0
HESREC,Ru,ligand0-0 ligand11-0 ligand28-0 ligand28-0 ligand10837-0
ETUBAX,Zn,ligand8-0 ligand8-0 ligand2569-0 ligand2569-0
HUFPOQ,Pd,ligand0-0 ligand0-0 ligand3548-0
LUMSES,Pd,ligand0-0 ligand36-0 ligand7564-0
WOPSOJ,V,ligand0-0 ligand0-0 ligand55-0 ligand2671-0
ZECXEO,Ag,ligand0-0 ligand1362-0 ligand1362-0
GOPQOR,Rh,ligand6-0 ligand6-0 ligand6-0 ligand1092-0
WIXPEB,V,ligand42-0 ligand55-0 ligand221-0 ligand29343-0
OGAMAO,Ni,ligand9343-0
XISBAC,Re,ligand11-0 ligand11-0 ligand11-0 ligand29-0 ligand3137-0
NILKUO,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand19802-0
PUHFUV,Pt,ligand0-0 ligand0-0 ligand12939-0
SINPIO,Re,ligand11-0 ligand11-0 ligand11-0 ligand248-0 ligand249-0
OCOPOO,Pd,ligand28-0 ligand24225-0
FIBFAY,Zn,ligand0-0 ligand0-0 ligand8-0 ligand21491-0
MADGUX,Zn,ligand19832-0
ZOWGAV,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand33223-0
KEKWIJ,Au,ligand28-0 ligand23040-0
LEFNEQ,Ir,ligand2142-0 ligand2225-0
GAQTEA,Ru,ligand0-0 ligand0-0 ligand571-0 ligand571-0 ligand7003-0
BILQUI,Fe,ligand2707-0 ligand3987-0
NAPJUL,Y,ligand107-0 ligand1001-0 ligand1001-0 ligand10800-0
NUNTUM,Hf,ligand955-0 ligand955-0 ligand955-0 ligand955-0
YISKIV,Zn,ligand117-0 ligand117-0 ligand10108-0 ligand10108-0
REKDOB,Rh,ligand0-0 ligand0-0 ligand45-0 ligand45-0
DOCLIS,Ir,ligand4-0 ligand191-0 ligand28650-0
DOMBEM,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11168-0
FOFTIE,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand18738-0
SEKZER,Pd,ligand117-0 ligand117-0 ligand894-0 ligand894-0
