,core,ligands
UWAXIA,Pd,ligand115-0 ligand13254-0
WERQUI,Fe,ligand48-0 ligand188-0 ligand2863-0
EGOFOW,Pd,ligand1-0 ligand1-0 ligand11128-0 ligand11128-0
GIHPIW,Pt,ligand51-0 ligand51-0 ligand4983-0
LELFEP,Zn,ligand31398-0 ligand31398-0
XOBHUS,Ti,ligand1-0 ligand1-0 ligand45-0 ligand3239-0
KECNIR,Ir,ligand1-0 ligand4-0 ligand4-0 ligand17296-0
HUMBAS,Au,ligand51-0 ligand15537-0
LUCYAK,Pd,ligand34-0 ligand23563-0
NEZDOM,Y,ligand57-0 ligand57-0 ligand30927-0
FEBNEH,Ti,ligand3-0 ligand3-0 ligand27496-0
DAZFAO,Zn,ligand1-0 ligand1-0 ligand19062-0
GUSKUA,Rh,ligand38-0 ligand48-0 ligand2720-0
COSWUC,Pd,ligand1-0 ligand1-0 ligand10233-0 ligand10233-0
WEDXEI,Mo,ligand24-0 ligand24-0 ligand25224-0 ligand25224-0
NIDYEF,Ru,ligand8-0 ligand845-0 ligand9891-0
MEJYUX,Ru,ligand1-0 ligand13-0 ligand10606-0
IGENOY,Pd,ligand1-0 ligand526-0
EMAXUL,Rh,ligand12510-0 ligand12510-0
JULFOL,Rh,ligand1-0 ligand1-0 ligand1-0 ligand2754-0 ligand2754-0 ligand2754-0
NUBSAG,Fe,ligand4-0 ligand89-0 ligand768-0 ligand1253-0
FEVSIL,Ni,ligand55-0 ligand141-0 ligand141-0 ligand27046-0
QIBWUV,Ir,ligand1-0 ligand48-0 ligand3934-0
TAFDEM,Ir,ligand1-0 ligand4-0 ligand89-0 ligand9824-0
DIXVEO,Ru,ligand13-0 ligand40-0 ligand8944-0
HAXZAJ,Zn,ligand1-0 ligand1-0 ligand7541-0 ligand7541-0
RESKOR,Ni,ligand1-0 ligand1-0 ligand5244-0 ligand5244-0
WUPLUP,Cu,ligand291-0 ligand20208-0
FERQOJ,Pd,ligand6-0 ligand1273-0
COKNAR,Pt,ligand51-0 ligand532-0 ligand2231-0
FECTIT,Re,ligand1-0 ligand4-0 ligand4-0 ligand4-0 ligand16931-0
HUPFAZ,Zn,ligand78-0 ligand10112-0
WABCUZ,Co,ligand19295-0 ligand19295-0
NOCNOL,Rh,ligand4-0 ligand11-0 ligand29684-0
IMAWOK,Ru,ligand4-0 ligand89-0 ligand116-0 ligand772-0
XEZVUU,Rh,ligand40-0 ligand193-0 ligand8827-0
RIVZUU,Au,ligand1-0 ligand20907-0
LOKSOV,Zn,ligand1-0 ligand1-0 ligand1572-0
UHAPAW,Ag,ligand296-0 ligand296-0
BOPYEL,Mo,ligand24-0 ligand24-0 ligand300-0 ligand24047-0
LILSEF,Ni,ligand38-0 ligand321-0 ligand6754-0
QALMEX,Pd,ligand1-0 ligand1-0 ligand4082-0
EMUKUS,Au,ligand3-0 ligand916-0
UKULAP,Cu,ligand1-0 ligand51-0 ligand12116-0
GEMQUL,Zn,ligand128-0 ligand128-0
YOVNOM,Mn,ligand4-0 ligand4-0 ligand4-0 ligand21338-0
PUNTEZ,Zn,ligand1100-0 ligand6189-0
VUKYIJ,Pt,ligand18-0 ligand4921-0 ligand26435-0
ZEQBAY,Zr,ligand1-0 ligand1-0 ligand1319-0
SIGTAE,Ti,ligand45-0 ligand416-0 ligand416-0 ligand1495-0
EDAWEM,Ni,ligand17373-0 ligand17373-0
ZOLZAB,Ti,ligand48-0 ligand48-0 ligand487-0
VIMFUU,Pd,ligand40-0 ligand40-0 ligand188-0 ligand17229-0
PIYBIL,Pd,ligand188-0 ligand1307-0 ligand3305-0
BUYBUT,Cu,ligand51-0 ligand51-0 ligand16473-0
EKAFUR,Rh,ligand328-0 ligand31454-0
YEJWUG,Pt,ligand1-0 ligand13724-0
GIMVIJ,Ni,ligand830-0 ligand1449-1
IXIGAX,Pd,ligand73-0 ligand2987-0
ROMTUL,Cu,ligand27164-0
PERHEC,Rh,ligand324-0 ligand5085-0 ligand27363-0
DEJSER,Pt,ligand1-0 ligand1-0 ligand31204-0
UCUCIE,Ti,ligand169-0 ligand169-0 ligand12655-0
HOYFEG,Ni,ligand353-0 ligand2142-0
GAFQOT,Ru,ligand1-0 ligand409-0 ligand4799-0
PEGSUP,Ru,ligand38-0 ligand38-0 ligand444-0 ligand6555-0
UJOMEN,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand19177-0 ligand19177-0
KEJPAQ,Ti,ligand1-0 ligand1-0 ligand48-0 ligand20372-0
CIJCEE,Ru,ligand1-0 ligand311-0 ligand662-0
XIZVOU,Zn,ligand1-0 ligand1-0 ligand20003-0
SUVVOU,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4546-0
AWEMAQ,Cu,ligand51-0 ligand115-0 ligand366-0
METTAG,Zn,ligand25164-0 ligand25164-0
ATIHUG,Pd,ligand30674-0 ligand30675-0
YIWCIR,Mn,ligand4-0 ligand4-0 ligand4-0 ligand115-0 ligand29148-0
FIHNAO,Ni,ligand134-0 ligand7120-0
FITYEO,Re,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand12103-0
GUMHOM,Pd,ligand1-0 ligand18-0 ligand25506-0
ROMHEG,Pd,ligand384-0 ligand5264-0
ZESTEY,Cd,ligand188-0 ligand188-0 ligand8285-0 ligand8285-0
UBEWIJ,Zn,ligand1-0 ligand1-0 ligand8554-0
UZAFAE,Ni,ligand2442-0 ligand19077-0
XISFIR,Zn,ligand1-0 ligand1-0 ligand26766-0 ligand26766-0
GOWRAL,Zn,ligand1502-0 ligand2430-0 ligand2430-0
ZUMNEC,Mo,ligand1025-0 ligand1025-0 ligand1025-0
UTOWIK,Ru,ligand1-0 ligand48-0 ligand1907-0
QOXHIU,Os,ligand1-0 ligand1-0 ligand409-0 ligand21593-0
JEKTEB,Ni,ligand3-0 ligand3-0 ligand27764-0
UTAYEU,Ni,ligand55-0 ligand821-0
FEJMEN,Cu,ligand51-0 ligand311-0 ligand366-0
KIRWEP,Fe,ligand4-0 ligand4-0 ligand4-0 ligand11008-0
FIMVIJ,Mo,ligand4-0 ligand4-0 ligand4-0 ligand15616-0
ROMFIK,Hg,ligand3-0 ligand3-0 ligand4634-0 ligand4634-0
CEQVAW,Ni,ligand19986-0
ISIYAM,Cu,ligand1-0 ligand1188-0
KIMKOJ,Zn,ligand2983-0
HIWFOL,Ir,ligand51-0 ligand193-0 ligand3009-0
OPICEW,Pd,ligand1-0 ligand1-0 ligand24027-0
UCAWOK,Ru,ligand1-0 ligand1-0 ligand13-0 ligand8742-0
SEPLUW,Ir,ligand821-0 ligand18547-0
WOBWAL,Pt,ligand40-0 ligand40-0 ligand3989-0 ligand3989-0
ZELJUX,Pd,ligand1-0 ligand1-0 ligand5698-0
HIGNET,Pd,ligand73-0 ligand311-0 ligand26569-0
GONJOL,Zn,ligand40-0 ligand40-0 ligand29192-0
XAKGUL,Au,ligand4726-0 ligand14669-0
HANQIY,Ta,ligand18-0 ligand18-0 ligand38-0 ligand38-0 ligand18513-0
TIYPAS,Pd,ligand1-0 ligand1-0 ligand26006-0
IXUWAA,Pt,ligand596-0 ligand6971-0 ligand6971-0
FAVNEV,Rh,ligand1-0 ligand1-0 ligand1-0 ligand51-0 ligand14791-0
XUFHOW,Pd,ligand1-0 ligand28659-0
AYUSES,Ru,ligand4-0 ligand4-0 ligand45-0 ligand11428-0
KIPVAJ,Ni,ligand13831-0 ligand13831-0
ITUNUH,Pt,ligand3-0 ligand250-0 ligand250-0 ligand3250-0
RIRMIR,Pd,ligand8921-0 ligand8921-0
GALZAU,Zr,ligand4546-0 ligand18459-0
NOLTAJ,W,ligand358-0 ligand358-0 ligand3234-0
UMOXOJ,Mn,ligand4-0 ligand4-0 ligand4-0 ligand15026-0
GALTOF,Fe,ligand1-0 ligand1-0 ligand23453-0
FOVHOO,Ni,ligand188-0 ligand11610-0
QAYSIV,Pd,ligand1-0 ligand9925-0
ZIZHOI,Fe,ligand3-0 ligand3-0 ligand4464-0 ligand4464-0
YIYJAU,Cd,ligand5486-0 ligand5486-0 ligand12723-0 ligand12723-0
BACWOT,Re,ligand4-0 ligand4-0 ligand4-0 ligand21653-0
FOJVUW,Rh,ligand1-0 ligand4-0 ligand2164-0 ligand2164-0
WAHFAM,Nb,ligand55-0 ligand55-0 ligand55-0 ligand55-0 ligand55-0 ligand148-0
QABJUA,Ru,ligand1-0 ligand1-0 ligand38-0 ligand1500-0
EGODAI,Rh,ligand1-0 ligand193-0 ligand10893-0
MPZBEP,Pt,ligand18-0 ligand409-0 ligand15660-0
JARSIF,Re,ligand4-0 ligand4-0 ligand4-0 ligand29997-0
VEMHUT,Ni,ligand5990-0 ligand5990-0
QIHKOH,Pt,ligand596-0 ligand24483-0
AMINOA,Fe,ligand4-0 ligand45-0 ligand24118-0
DITWUB,Zn,ligand172-0 ligand172-0 ligand9835-0 ligand9835-0
MUBHIC,Ir,ligand40-0 ligand48-0 ligand8009-0
YEWDAF,Mo,ligand4-0 ligand4-0 ligand45-0 ligand30800-0
SOGXIY,Ru,ligand1-0 ligand115-0 ligand13431-0
WAVYIB,Ni,ligand11683-0
IBOCUA,Ru,ligand48-0 ligand49-0 ligand1410-0
WIWNUO,Pd,ligand1-0 ligand1-0 ligand12311-0 ligand12312-0
MIFJAM,Pd,ligand18-0 ligand1527-0
MASKAU,Rh,ligand1-0 ligand1-0 ligand7983-0
JUYCAJ,Ni,ligand6322-0 ligand6322-0
HAMHOV,Mo,ligand24-0 ligand24-0 ligand941-0 ligand14798-0
BAGROT,Mn,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand2526-0
SAVGUU,Pt,ligand1-0 ligand1-0 ligand29015-0 ligand29015-0
TEZWUS,Zn,ligand1-0 ligand1-0 ligand31371-0 ligand31371-0
HAXXOT,Pd,ligand3-0 ligand51-0 ligand1273-0
QESYOC,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand51-0 ligand3332-0
EXIQAD,Ni,ligand134-0 ligand4585-0
NEMWEK,Pt,ligand612-0 ligand23083-0
RISLEN,Re,ligand1-0 ligand4-0 ligand4-0 ligand4-0 ligand1680-0
XAMSAG,Pd,ligand1-0 ligand1-0 ligand51-0 ligand19128-0
VALDET,Ni,ligand9841-0 ligand9841-0
ULOTUL,Rh,ligand193-0 ligand2339-0
FEWREG,Fe,ligand1-0 ligand23521-0
HATPAV,Ru,ligand13-0 ligand196-0 ligand2957-0
RIYWOL,Os,ligand133-0 ligand133-0 ligand366-0 ligand366-0 ligand2285-0
TAHQID,Pd,ligand1-0 ligand1-0 ligand18249-0
KEYVOC,Fe,ligand78-0 ligand23423-0
ESAWUR,Ir,ligand4-0 ligand51-0 ligand89-0 ligand20127-0
TIDVOS,Ni,ligand18142-0 ligand18142-0
LECBUT,Ni,ligand1530-0 ligand3298-0
TENSUA,Zr,ligand415-0 ligand415-0 ligand415-0 ligand415-0
XUDBON,Pt,ligand18-0 ligand18-0 ligand5995-0
FERHUF,Nb,ligand1-0 ligand45-0 ligand45-0 ligand57-0
CIGCON,Pd,ligand4-0 ligand1462-0
BAFFOD,Cu,ligand1-0 ligand15832-0 ligand15832-0
FEBLII,Re,ligand4-0 ligand4-0 ligand4-0 ligand89-0 ligand2599-0
NAVZIV,Zr,ligand1-0 ligand1-0 ligand45-0 ligand5129-0
ZOZCAS,Ni,ligand26100-0 ligand26100-0
GARPEV,Zn,ligand1-0 ligand1-0 ligand2784-0 ligand2784-0
HIKCAF,Zn,ligand40-0 ligand40-0 ligand2894-0 ligand2894-0
IZUFEP,Hf,ligand1-0 ligand1-0 ligand1472-0
PIDCAJ,Ni,ligand783-0 ligand3668-0
DAWXAC,Co,ligand12141-0 ligand12141-0
QIMTAK,Cd,ligand15079-0
CADGIA,Pd,ligand18-0 ligand201-0 ligand14561-0
DETBUC,Co,ligand188-0 ligand359-0 ligand359-0 ligand1598-0
GEZPAE,Ir,ligand4-0 ligand4-0 ligand13421-0
ELOTOO,Pd,ligand1-0 ligand1-0 ligand24861-0
PICJIV,Ru,ligand18-0 ligand18-0 ligand4790-0
DASCIL,Zn,ligand3-0 ligand3-0 ligand5897-0
YOXWUD,W,ligand4-0 ligand4-0 ligand45-0 ligand19824-0
VEBYIK,Ti,ligand1-0 ligand1-0 ligand188-0 ligand338-0 ligand12075-0
FAHDAU,Ni,ligand22123-0 ligand22123-0
VUGSIA,Ru,ligand115-0 ligand1007-0 ligand8460-0
XOGBUT,Ir,ligand1-0 ligand48-0 ligand5841-0
MIDRIA,Pd,ligand3-0 ligand3-0 ligand3-0 ligand3647-0
LELTOM,Ru,ligand1-0 ligand13-0 ligand19712-0
UWODOB,Sc,ligand57-0 ligand57-0 ligand326-0 ligand24930-0
CUHWAD,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand547-0
EZASUU,Co,ligand196-0 ligand196-0 ligand3385-0
SASVUE,Zn,ligand1-0 ligand1-0 ligand29814-0
HAKKOU,Pd,ligand2315-0 ligand4117-0
BEHRIQ,Ta,ligand1-0 ligand1-0 ligand1-0 ligand4662-0 ligand20416-0
NOFSOQ,Pd,ligand1-0 ligand1-0 ligand8699-0
KUKMIN,Ir,ligand38-0 ligand38-0 ligand38-0 ligand38-0 ligand89-0 ligand10364-0
JIQBUH,Ni,ligand24311-0 ligand24311-0
ACUSUP,Pd,ligand1-0 ligand1-0 ligand23875-0
FEPKIX,Zn,ligand34-0 ligand34-0 ligand7019-0 ligand7019-0
SOBNOO,Pt,ligand20645-0
XIMYUO,Ni,ligand40-0 ligand40-0 ligand1390-0
MINNEE,Ru,ligand115-0 ligand115-0 ligand6766-0
DAJROY,Au,ligand55-0 ligand4098-0 ligand4099-0
ITAZEK,Ag,ligand1-0 ligand1654-0
KESSOQ,Cu,ligand4521-0
COWKOO,Pt,ligand18-0 ligand294-0 ligand830-0
RABXAU,Pt,ligand32-0 ligand51-0 ligand226-0
KIJYEI,Ru,ligand1-0 ligand1-0 ligand115-0 ligand115-0
ZESXEC,Ni,ligand90-0 ligand797-0 ligand797-0
VALCAM,Ni,ligand45-0 ligand51-0 ligand16866-0
WACPEV,Ru,ligand115-0 ligand115-0 ligand5546-0
GIVXUG,Cr,ligand4-0 ligand4-0 ligand4-0 ligand830-0 ligand13111-0
TPCPCQ,Co,ligand4-0 ligand4-0 ligand4-0 ligand6202-0
XEYCEM,Zn,ligand1610-0 ligand17867-0
EPEJUG,V,ligand24-0 ligand294-0 ligand15885-0
CUXMUD,Mo,ligand24-0 ligand24-0 ligand5304-0
DAKDUR,Os,ligand710-0 ligand6946-0
WONQUO,Au,ligand1-0 ligand1-0 ligand1-0 ligand5276-0
NANFAM,Pd,ligand29043-0 ligand29043-0
EHEWUJ,Rh,ligand193-0 ligand21121-0
EFUNUQ,Au,ligand206-0 ligand7280-0
SEKROQ,Ru,ligand4-0 ligand45-0 ligand51-0 ligand17026-0
UNAKIF,Mo,ligand4-0 ligand4-0 ligand38-0 ligand38-0 ligand134-0
TIDFIX,Re,ligand18-0 ligand24-0 ligand24-0 ligand17775-0
GIJTEB,Co,ligand3-0 ligand48-0 ligand2863-0
NIFZOU,Pd,ligand3-0 ligand3-0 ligand20750-0
JEFSIX,Re,ligand3-0 ligand3-0 ligand24-0 ligand188-0 ligand4196-0
IMOREI,Ti,ligand45-0 ligand45-0 ligand31685-0
XONBUX,Pd,ligand1-0 ligand1-0 ligand7964-0
HENWEC,Pd,ligand73-0 ligand73-0 ligand311-0
FALZUP,Ru,ligand1-0 ligand4-0 ligand4-0 ligand465-0
CEQCOS,Ta,ligand1-0 ligand48-0 ligand57-0 ligand14724-0
DURHIJ,Pt,ligand115-0 ligand1978-0
JEDLEM,Ru,ligand1-0 ligand1-0 ligand13-0 ligand30655-0
IHOCEO,Rh,ligand1-0 ligand193-0 ligand4729-0
FOHKAQ,Pt,ligand436-0 ligand436-0 ligand13447-0
KITQOT,W,ligand1-0 ligand1-0 ligand1-0 ligand465-0 ligand830-0
AVEZOR,Ru,ligand1-0 ligand1-0 ligand1723-0 ligand30632-0
OWUJOG,Ni,ligand1-0 ligand4516-0
ZUHZOT,Hg,ligand140-0 ligand15157-0
RURHOB,V,ligand321-0 ligand338-0 ligand1790-0 ligand10948-0
YIGGAX,Rh,ligand1-0 ligand1-0 ligand1-0 ligand62-0 ligand62-0 ligand62-0
YOXLAA,V,ligand24-0 ligand1844-0
XEPCEA,Zr,ligand1-0 ligand1-0 ligand30497-0
CSBRHC,Ir,ligand1-0 ligand1-0 ligand1-0 ligand14111-0
VIMQAJ,Co,ligand279-0 ligand9478-0
FEXQEH,Rh,ligand1-0 ligand1-0 ligand1-0 ligand78-0 ligand28087-0
BAFDUH,Ta,ligand1-0 ligand1-0 ligand1-0 ligand368-0 ligand416-0 ligand416-0
EDABIV,Re,ligand3-0 ligand3-0 ligand16-0 ligand51-0 ligand51-0
SIXDIM,Pd,ligand40-0 ligand140-0 ligand1982-0
KONBEW,Pt,ligand1-0 ligand1-0 ligand4916-0
VOGCID,Pd,ligand11342-0 ligand11342-0
YUYHAC,Au,ligand296-0 ligand25529-0
AFAMEB,Pd,ligand1-0 ligand1-0 ligand188-0 ligand9591-0
YIVRAZ,Pt,ligand1-0 ligand67-0 ligand67-0 ligand1544-0
TIRCOO,Pd,ligand1-0 ligand51-0 ligand51-0 ligand16348-0
APOVOS,Ti,ligand169-0 ligand6665-0 ligand18570-0
BAKCOH,Cu,ligand40-0 ligand49-0 ligand23361-0
QIJDEV,Fe,ligand3-0 ligand3-0 ligand855-0
SUSKOH,La,ligand27321-0 ligand27321-0 ligand27321-0 ligand27322-0
ANAWUI,Ti,ligand1-0 ligand48-0 ligand1900-0 ligand27114-0
BIXCUH,Co,ligand48-0 ligand23397-0
MAJJAK,Ru,ligand366-0 ligand366-0 ligand366-0 ligand2502-0
XEKJIG,Pt,ligand18-0 ligand18-0 ligand29181-0
BAYTIE,Fe,ligand4-0 ligand45-0 ligand7105-0
RAMKEY,Pd,ligand18-0 ligand4762-0
KAYGUN,Pd,ligand1-0 ligand1-0 ligand9372-0 ligand9372-0
MANQID,Re,ligand4-0 ligand4-0 ligand4-0 ligand30523-0
DOLNIB,Au,ligand19083-0 ligand19083-0
XIQKOZ,Au,ligand2253-0 ligand2253-0
NAKYON,Rh,ligand1-0 ligand89-0 ligand1361-0
DINVIH,Ti,ligand1025-0 ligand14949-0
TOQXOO,Ir,ligand48-0 ligand6098-0 ligand6099-0
BUQFEY,Ta,ligand1-0 ligand48-0 ligand12695-0
TOKKOU,Cd,ligand115-0 ligand1169-0 ligand1169-0
UBUCEC,Pd,ligand1-0 ligand1-0 ligand4355-0
JEZCIA,Re,ligand24-0 ligand294-0 ligand24157-0
IVUCAE,Ir,ligand38-0 ligand89-0 ligand89-0 ligand7907-0
ZEMNEN,Zn,ligand279-0 ligand279-0 ligand3403-0 ligand27847-0
MOYMUK,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand19249-0
BILGUZ,Rh,ligand49-0 ligand409-0 ligand2430-0 ligand2430-0
NABGEE,Ag,ligand1-0 ligand51-0 ligand51-0 ligand5789-0
KUCYIR,Pd,ligand1-0 ligand1-0 ligand17135-0
MOQREQ,Co,ligand4-0 ligand38-0 ligand38-0 ligand27227-0
GACYUH,Pt,ligand1169-0 ligand5087-0
EGEXOE,Pt,ligand1-0 ligand105-0 ligand105-0 ligand15397-0
COSYOB,Pt,ligand118-0 ligand118-0 ligand177-0 ligand188-0 ligand196-0 ligand196-0
OCODUG,Re,ligand1-0 ligand24-0 ligand34-0 ligand52-0
FIZRAI,Pt,ligand18-0 ligand18-0 ligand29845-0 ligand29845-0
PETWAN,Ru,ligand193-0 ligand4114-0 ligand4114-0
CIXHEY,Ni,ligand3-0 ligand4370-0
REDQOI,Pd,ligand51-0 ligand6580-0 ligand20870-0
YEYZIL,W,ligand1-0 ligand122-0 ligand323-0 ligand9933-0
TUJXOM,Hg,ligand1-0 ligand1-0 ligand30246-0
DIGDUT,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand3718-0
ZEYCOV,Rh,ligand1-0 ligand2525-0
UCOLON,Zn,ligand323-0 ligand323-0 ligand30879-0
NULVIZ,Zn,ligand40-0 ligand16797-0
DEHPOV,La,ligand600-0 ligand600-0 ligand600-0 ligand28511-0
QAJLIZ,Pt,ligand1446-0 ligand1727-0 ligand1727-0
GIMDAH,Pd,ligand18-0 ligand18-0 ligand3344-0
ZIJKAE,Pd,ligand118-0 ligand409-0 ligand4012-0
YESFEH,Pd,ligand384-0 ligand18462-0
CAZFIV,Ir,ligand1-0 ligand48-0 ligand11170-0
UDUMAI,Pt,ligand1-0 ligand1-0 ligand1146-0 ligand1146-0
NEHFEL,Pd,ligand51-0 ligand51-0 ligand196-0 ligand196-0
VUVQIN,Rh,ligand193-0 ligand31641-0
XULVOR,Os,ligand13-0 ligand1873-0
BAJGID,Ni,ligand19841-0
ODIYOQ,Pt,ligand1-0 ligand5306-0
COGTEZ,V,ligand24-0 ligand1117-0 ligand13537-0
TUJHIQ,Ru,ligand1-0 ligand13-0 ligand11219-0
OJUQOA,Ni,ligand1-0 ligand20906-0
QARWEO,Pd,ligand1-0 ligand1-0 ligand6852-0
UJIKAA,Cd,ligand188-0 ligand188-0 ligand25557-0 ligand25557-0
QASTIQ,Pd,ligand29-0 ligand85-0 ligand444-0
WUWBAS,Ru,ligand235-0 ligand235-0 ligand311-0
YAKYER,Zn,ligand2811-0 ligand2811-0 ligand3218-0
XEWTIF,Ir,ligand1-0 ligand193-0 ligand9360-0
NAVJAV,Ni,ligand4-0 ligand4-0 ligand4-0 ligand26338-0
HOTQAJ,Ni,ligand30249-0
AFOHUY,Pd,ligand18-0 ligand51-0 ligand116-0
JUPCOM,Fe,ligand4-0 ligand4-0 ligand4-0 ligand29678-0
QOFYUG,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand24872-0
VOZGEY,Cu,ligand201-0 ligand311-0
ZOVBIX,Co,ligand6137-0 ligand11874-0
XANHEB,Pd,ligand1-0 ligand15144-0
MONPIO,Ti,ligand1-0 ligand1-0 ligand1-0 ligand1-0 ligand826-0 ligand826-0
ZUZMEM,Co,ligand359-0 ligand359-0 ligand1727-0 ligand1727-0
ECIJEG,Au,ligand2794-0 ligand5076-0
BEJTEQ,Ru,ligand1-0 ligand4-0 ligand4-0 ligand115-0 ligand1687-0
VOSYOR,Cd,ligand66-0 ligand66-0 ligand279-0
BEPGEK,Fe,ligand4-0 ligand45-0 ligand3028-0
UWOZIQ,Au,ligand23854-0 ligand23854-0
BABTAB,Ni,ligand51-0 ligand6927-0
GIWWOY,Re,ligand67-0 ligand1015-0 ligand1015-0 ligand11007-0
SOQMEQ,Pd,ligand1-0 ligand17811-0
GINXAC,Hf,ligand1-0 ligand1-0 ligand14345-0
LOVBOP,Pt,ligand4439-0 ligand4439-0
QOCSAE,Ni,ligand45-0 ligand140-0 ligand1607-0
HUKCAR,Tc,ligand1-0 ligand1-0 ligand1-0 ligand827-0 ligand1687-0
MIZCAA,Au,ligand1-0 ligand1-0 ligand14583-0
WUSGAS,Mo,ligand24-0 ligand24-0 ligand694-0 ligand868-0
ZACSEE,Mo,ligand24-0 ligand24-0 ligand25106-0
KAYRAD,Fe,ligand4-0 ligand4-0 ligand4-0 ligand26448-0
FUYYOP,Co,ligand45-0 ligand918-0 ligand918-0 ligand1376-0
RIQDEB,Ir,ligand1-0 ligand1-0 ligand48-0 ligand12850-0
PIDTOL,Re,ligand24-0 ligand24-0 ligand24-0 ligand780-0
ADIJAZ,Pd,ligand1-0 ligand1-0 ligand51-0 ligand2819-0
OQIHUT,Ni,ligand1727-0 ligand2864-0
QUGVET,Hg,ligand18-0 ligand16222-0
CIJJUA,Mn,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand19919-0
AYIJUN,Zn,ligand1-0 ligand1-0 ligand5075-0
VEGCUI,Au,ligand105-0 ligand1216-0
WUTYIU,Ni,ligand10370-0
EFAXEP,Ag,ligand14794-0
TISLUF,Fe,ligand4-0 ligand4-0 ligand45-0 ligand6895-0
DIVZIS,Pt,ligand1-0 ligand1-0 ligand9695-0
MASKOI,Zr,ligand1-0 ligand1-0 ligand1-0 ligand326-0 ligand12411-0
DAFDEW,Pt,ligand1-0 ligand1-0 ligand24265-0
VEVDIL,Ni,ligand1-0 ligand3401-0
HUPDAX,Cd,ligand600-0 ligand600-0 ligand10562-0
MATLIF,Zn,ligand600-0 ligand600-0 ligand6072-0
LELXUY,Zn,ligand78-0 ligand78-0 ligand13261-0 ligand13261-0
PSEPNJ,Ni,ligand15745-0 ligand15745-0
QIPYET,Cd,ligand588-0 ligand588-0 ligand785-0 ligand785-0 ligand1044-0 ligand1044-0
DAKXIZ,Ag,ligand834-0 ligand1160-0
DIXTEM,Ru,ligand1-0 ligand13-0 ligand8214-0
MEHHOX,Ni,ligand25007-0 ligand25007-0
RIXXUR,Au,ligand51-0 ligand6664-0
WOSNOH,Ru,ligand1-0 ligand13-0 ligand9298-0
SEWYUQ,Au,ligand1-0 ligand1-0 ligand1-0 ligand20215-0
KILTEE,Os,ligand1-0 ligand1-0 ligand89-0 ligand89-0 ligand250-0 ligand250-0
VUWBAS,Cu,ligand1-0 ligand1003-0
VIMQOA,Co,ligand1206-0 ligand19337-0 ligand19337-0
IYAZIT,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand23696-0
GACRIM,Rh,ligand40-0 ligand40-0 ligand49-0 ligand49-0 ligand9922-0
YALGOK,Au,ligand3-0 ligand4836-0
NRACRH,Rh,ligand11-0 ligand28413-0
HOTJUX,Cu,ligand40-0 ligand22171-0
LADJOR,Hg,ligand3-0 ligand3-0 ligand25067-0
VABMAP,Pd,ligand1-0 ligand1-0 ligand1607-0 ligand9993-0
KEGYOL,Cr,ligand4-0 ligand4-0 ligand4-0 ligand24204-0
AKOMIX,Pd,ligand1-0 ligand5101-0 ligand26529-0
YAYYAZ,Zn,ligand26151-0 ligand26151-0
DUHBIR,Zr,ligand1-0 ligand45-0 ligand45-0 ligand27421-0
YILQIW,Ru,ligand1-0 ligand13-0 ligand12140-0
LEYTEP,Ni,ligand73-0 ligand27192-0
VAYQUH,Cu,ligand20093-0 ligand20093-0
VAWJAH,Ni,ligand26076-0 ligand26076-0
TIRJIQ,Pt,ligand1-0 ligand14802-0
VEMQUA,V,ligand24-0 ligand49-0 ligand6729-0
VIFWOY,Ru,ligand1-0 ligand845-0 ligand21809-0
LAMTEY,Rh,ligand4-0 ligand38-0 ligand38-0 ligand140-0
CUKLEA,Pt,ligand1-0 ligand31535-0
NAHLEO,Ni,ligand3-0 ligand3-0 ligand915-0 ligand915-0
VEQDIE,Au,ligand1-0 ligand51-0 ligand1019-0
PIMTOW,Pd,ligand1-0 ligand1-0 ligand2655-0
QOZBEO,Au,ligand1-0 ligand16691-0
KAJXOL,Pd,ligand29021-0 ligand29021-0
LUWSUS,Fe,ligand279-0 ligand279-0 ligand2990-0
JENWAD,Pt,ligand1-0 ligand1-0 ligand11481-0
IKEYOM,Zn,ligand11-0 ligand11-0 ligand34-0 ligand34-0
NACCOJ,Zr,ligand1-0 ligand358-0 ligand3971-0
VIZWIK,Zr,ligand45-0 ligand45-0 ligand25212-0
NILVIN,Co,ligand115-0 ligand188-0 ligand196-0 ligand196-0 ligand196-0
NAWRUY,Ti,ligand1-0 ligand1-0 ligand1-0 ligand17391-0
MUPSUM,Ru,ligand1-0 ligand1-0 ligand133-0 ligand133-0 ligand188-0 ligand188-0
JAWKOH,Fe,ligand4-0 ligand51-0 ligand436-0 ligand465-0
UHIQAD,Zr,ligand416-0 ligand416-0 ligand11397-0
